股票代码,策略总收益率,策略年化收益率,策略最大回撤,策略夏普比率,策略胜率,策略盈亏比,策略交易次数,买入持有收益率,买入持有最大回撤,买入持有夏普比率,超额收益,回撤改善
601928,-0.079983297,-0.008386919,-0.424010412,-0.095822115,0.52,0.010528359282963385,26,0.37745207084381804,-0.510171795,0.1571562325428337,-0.457435368,0.08616138346305419
601933,-0.418216835,-0.053360774,-0.81433538,-0.193462321,0.5217391304347826,0.007240522325477302,24,0.13552771698958832,-0.810149635,0.14196465421558924,-0.553744552,-0.004185746
601939,1.0043660073311358,0.07277592695646762,-0.294935601,0.38359054460645364,0.7878787878787878,0.03453571053664088,34,2.201292748393122,-0.365953109,0.5506173501745718,-1.196926741,0.0710175080183535
601958,0.5366804797416849,0.04436115927788009,-0.395866844,0.1680413006359678,0.6785714285714286,0.01631645997420826,28,3.218971703058129,-0.445241418,0.5011625905813634,-2.682291223,0.04937457350633956
601985,0.22521401583955836,0.020732953409394295,-0.372778735,0.007757567433417072,0.8,0.013259536369290188,31,0.5359403937957394,-0.47225048,0.1751752649678622,-0.310726378,0.0994717441073054
601988,0.5666890723635327,0.046403767514259675,-0.202329309,0.21405389565000527,0.7333333333333333,0.03846771902367133,31,1.7521225042742148,-0.271008403,0.5373263352522157,-1.185433432,0.06867909470879446
601989,-0.269629954,-0.035059119,-0.430677244,-0.24907558,0.5652173913043478,0.0066896922309253185,23,-0.155257228,-0.575380121,-0.035338758,-0.114372725,0.14470287646540725
601998,1.3723669764137187,0.09120154553638216,-0.19293807,0.4436928886910591,0.75,0.036734092145260876,37,1.032923967041342,-0.360520415,0.29651658847539425,0.33944300937237687,0.167582345496168
603000,1.136049025462817,0.07969459428904391,-0.648501765,0.30507881229610584,0.5,0.015110042437032907,29,0.34406285684392235,-0.71734967,0.23398474136142955,0.7919861686188946,0.0688479050595015
603885,-0.039345179,-0.004047182,-0.494526732,0.019617223590597498,0.5714285714285714,0.010400209803775365,29,-0.127390911,-0.601717597,0.0642879254876438,0.08804573218716605,0.10719086532862022
603993,1.7769778618161007,0.10955711952411695,-0.579077662,0.39488076963230395,0.8064516129032258,0.02599379735557945,31,6.51792461688902,-0.64016817,0.6134839015109564,-4.740946755,0.06109050824977572
